TPP_FSO_CapEuclideo.200.200.5.5
Total Cost:184428
|M*|: 199
Depot
Market 50
3	13
6	12
15	6
19	5
25	6
27	11
44	4
63	3
72	12
84	2
105	15
115	6
121	9
124	13
129	5
141	15
149	15
150	6
151	15
161	8
162	3
172	3
174	15
177	15
182	14
191	1
Market 197
6	15
14	5
16	1
17	14
18	12
22	7
24	6
26	10
27	5
28	1
29	12
30	1
34	13
36	5
41	8
44	13
56	14
57	1
59	9
62	13
66	14
67	9
68	9
72	12
77	2
79	11
81	7
83	13
89	3
91	13
92	8
95	3
98	12
99	1
100	7
103	15
104	2
105	9
108	13
109	14
111	5
118	9
124	9
128	15
129	2
133	2
141	14
143	10
153	1
156	1
161	2
166	9
168	8
171	12
174	2
178	6
186	5
192	14
199	14
Market 115
2	8
3	5
4	9
5	11
7	3
10	8
12	12
14	13
19	3
22	5
24	2
27	10
29	9
32	3
33	14
37	3
42	3
44	11
46	10
52	6
55	12
59	7
62	1
67	8
72	8
81	6
83	6
87	5
89	13
90	15
93	5
98	10
99	6
101	12
103	7
105	9
113	6
114	5
115	5
118	2
120	14
121	11
123	6
125	3
130	1
134	11
143	11
149	5
157	4
164	11
167	13
169	4
172	5
174	12
177	7
178	12
184	9
187	2
188	8
192	3
196	10
197	3
Market 153
1	2
4	15
5	14
12	7
22	14
24	3
26	15
27	14
28	12
30	2
34	8
44	11
47	1
50	12
62	14
63	1
64	8
66	9
72	11
73	13
75	6
79	9
82	8
84	3
85	2
87	5
98	9
100	4
101	4
109	10
115	2
120	4
121	3
124	10
126	8
128	2
132	10
139	5
141	7
144	9
150	10
152	1
155	9
159	4
161	12
169	7
177	15
185	14
191	5
194	6
196	7
198	8
Market 162(F)
3	4
6	3
19	12
63	9
75	3
79	15
89	4
101	7
143	9
150	1
155	9
165	1
172	10
181	6
182	1
185	4
188	9
193	15
194	5
197	13
199	9
Market 56
3	3
15	14
17	4
25	6
28	6
39	12
50	15
67	10
89	3
103	3
137	9
141	6
147	9
152	12
154	1
157	14
158	8
161	9
163	3
165	14
166	4
169	7
175	10
178	14
180	11
184	14
190	9
191	9
197	3
Market 3(F)
1	7
4	3
6	4
15	8
25	14
26	14
27	4
28	15
33	1
35	6
41	10
45	3
47	11
50	14
53	2
65	2
73	7
75	8
76	10
84	14
85	12
91	15
92	9
95	8
96	11
97	6
98	8
101	4
107	2
111	14
112	13
113	8
118	14
120	6
123	2
127	1
135	7
147	2
154	2
159	6
180	11
181	13
189	15
191	5
194	14
196	12
200	13
Market 82
2	2
25	15
32	9
39	4
67	11
89	8
141	10
143	2
152	12
155	3
158	9
165	4
172	13
173	8
174	2
177	14
179	10
182	14
185	14
188	2
189	7
194	5
196	1
197	4
Market 106
1	10
4	11
6	12
15	12
19	1
25	15
28	4
32	3
36	10
39	14
42	13
50	13
62	13
63	3
73	4
74	12
75	11
81	7
84	12
89	3
92	12
97	13
103	14
104	14
105	15
113	11
142	9
144	9
150	5
152	6
155	2
162	15
183	8
187	11
190	15
192	7
194	8
Market 126
2	10
3	5
17	4
25	1
26	5
39	5
42	5
68	12
75	1
79	8
98	10
101	5
105	11
113	10
140	14
143	2
144	9
152	12
162	10
165	15
166	8
175	9
178	7
181	10
184	7
185	14
188	5
190	11
194	10
197	9
198	10
Market 40(F)
2	1
17	4
28	13
39	15
63	13
67	13
75	6
105	8
127	6
153	5
164	2
171	15
174	14
179	13
185	14
186	4
188	13
193	3
196	7
Market 121(F)
1	15
2	8
12	14
14	9
15	10
17	15
18	13
22	15
26	15
27	14
28	5
34	6
35	8
42	6
44	6
54	14
59	13
62	5
66	15
72	7
74	11
75	13
77	1
79	7
81	6
83	3
84	14
87	5
91	4
95	13
101	10
103	2
108	14
115	13
116	13
118	4
120	8
124	10
126	13
127	9
136	7
137	2
143	9
152	7
154	13
158	11
161	13
165	10
169	12
171	7
174	8
180	9
186	1
188	7
189	10
200	5
Market 28
1	5
10	9
12	1
15	11
16	10
17	5
22	15
26	10
30	11
34	2
39	10
42	12
44	2
61	3
64	10
66	13
78	13
83	7
89	3
92	12
99	15
101	11
105	8
109	2
115	11
124	10
128	9
136	5
143	15
146	14
150	4
162	12
164	11
169	13
171	14
175	10
182	8
184	12
192	2
194	14
Market 160
3	8
26	2
29	13
44	13
84	2
103	15
143	1
144	5
152	12
156	3
161	12
165	15
175	8
177	6
178	9
181	10
185	1
188	3
191	9
192	5
197	13
Market 87
1	11
2	14
4	8
5	13
6	11
10	9
11	11
12	13
15	13
16	11
19	3
21	7
24	5
25	6
26	5
27	15
28	4
30	13
31	15
32	13
33	9
37	4
54	3
57	5
58	10
61	2
62	12
63	2
68	9
70	1
72	2
74	8
76	10
79	13
84	1
85	2
89	5
96	15
99	13
101	5
103	3
104	14
106	5
113	12
115	8
118	15
119	1
120	12
122	10
125	5
126	12
128	14
132	13
134	3
143	2
156	9
161	1
166	6
169	13
178	6
183	8
185	10
186	2
191	2
192	14
194	4
196	9
Market 182(F)
3	10
25	9
26	8
67	11
68	5
89	8
105	9
143	8
144	3
152	3
154	9
158	11
161	4
165	5
169	3
177	6
181	1
186	3
195	12
196	10
Market 12
2	6
6	10
14	14
25	3
39	13
53	8
57	14
64	12
67	10
68	12
72	4
75	9
83	3
89	12
96	4
97	3
98	11
103	9
105	13
113	1
118	8
120	2
121	15
129	11
137	12
143	3
145	8
151	5
153	11
157	4
160	8
161	4
164	15
166	13
178	12
184	4
185	13
188	14
192	9
196	13
197	1
198	15
199	13
Market 131(F)
1	9
2	4
3	6
5	10
7	7
14	6
15	13
19	11
22	3
29	2
31	6
32	2
33	8
35	3
42	11
43	6
52	6
55	13
57	10
62	2
66	10
67	3
68	11
72	13
75	15
76	9
81	3
84	12
85	10
89	7
90	3
92	15
95	11
99	2
105	2
108	9
110	10
113	12
115	11
120	1
121	6
124	1
129	9
134	12
137	11
150	7
152	8
164	7
167	12
169	6
172	12
175	3
184	6
185	6
187	3
188	10
196	13
197	15
Market 48(F)
3	3
32	13
39	4
50	14
67	2
75	10
79	14
89	3
98	5
115	4
141	10
143	10
144	8
152	8
158	8
161	6
165	10
169	10
174	12
175	5
178	7
181	7
185	3
186	10
189	4
197	2
198	11
199	2
Market 166
2	1
3	11
15	13
17	11
27	10
28	14
29	1
32	1
33	4
56	4
63	4
75	5
79	11
82	9
84	12
89	11
101	11
103	8
105	15
115	11
127	11
143	15
152	10
153	11
164	5
166	8
169	8
171	12
175	6
181	15
193	1
196	7
197	10
Market 128
3	14
5	13
6	13
19	1
39	14
42	4
56	13
63	7
79	10
89	8
97	15
101	4
113	7
124	3
127	12
129	15
141	1
142	1
144	13
147	14
150	9
152	4
160	14
161	4
162	5
165	6
166	5
168	9
169	11
171	12
173	14
175	5
186	14
190	3
191	14
198	3
199	13
Market 77(F)
3	5
4	14
5	15
11	13
17	5
19	12
24	5
25	1
26	9
30	11
32	8
35	8
39	11
42	11
44	15
45	9
58	5
66	12
68	6
72	6
73	14
76	6
81	9
82	4
85	4
92	12
96	3
100	15
101	11
120	3
124	6
126	8
127	2
128	8
133	10
145	10
157	6
160	8
164	8
169	11
171	15
175	2
186	8
197	14
Market 103
1	8
3	6
6	13
13	6
14	12
15	7
16	11
19	13
22	2
24	14
25	9
26	4
29	13
32	4
34	13
42	13
44	7
54	15
56	15
58	11
63	5
64	7
66	11
67	13
74	2
78	3
79	13
81	9
83	13
87	2
89	6
92	9
97	14
98	12
99	11
101	6
108	5
113	9
115	15
116	1
120	9
126	15
127	7
141	13
143	14
148	6
150	10
154	15
161	10
162	11
166	1
171	6
175	13
177	5
178	10
182	7
184	8
188	14
192	14
194	14
196	4
