CapEuclideo.200.100.5.2
Total Cost:107193
|M*|: 199
Depot
Market 166
3	11
7	8
18	2
19	6
22	13
24	12
26	8
27	9
30	11
32	8
38	9
40	13
45	10
47	4
49	10
55	6
56	4
63	4
67	3
77	15
82	10
86	3
88	2
92	15
96	2
97	11
Market 184
1	2
7	15
27	10
29	3
38	9
44	9
47	1
51	3
52	12
53	1
57	13
62	9
67	3
74	14
84	5
86	10
92	13
97	15
100	7
Market 127
3	7
5	12
9	1
11	14
18	12
20	14
23	13
28	5
29	11
35	9
39	1
43	13
44	8
48	15
51	1
52	13
53	10
56	11
59	11
61	9
62	3
67	5
68	15
73	3
75	7
79	1
82	6
83	6
84	12
85	14
88	9
92	4
93	2
97	10
Market 26
2	11
4	15
5	9
6	9
13	12
22	3
23	12
25	6
27	14
28	4
42	13
43	1
44	14
47	5
48	3
52	14
56	2
61	5
62	5
67	1
68	15
70	3
84	1
87	14
88	9
93	4
97	6
Market 181
4	12
5	9
7	10
8	7
9	14
12	4
13	5
15	13
18	13
22	1
23	9
24	3
27	2
28	14
29	3
30	6
32	12
36	5
39	4
42	5
44	6
47	3
51	5
53	7
58	14
59	15
62	10
63	8
66	1
68	5
70	2
73	8
75	6
77	11
78	15
84	6
91	6
92	12
93	2
94	11
96	6
97	10
98	5
Market 116
4	9
17	9
18	3
22	13
25	4
34	10
36	12
42	2
47	3
51	14
52	4
53	7
56	9
59	10
61	8
62	10
67	4
68	7
71	2
79	11
83	4
84	6
Market 85
1	4
13	5
15	1
19	6
20	12
24	6
32	5
38	3
44	5
53	13
55	6
57	1
62	8
66	14
67	15
70	3
78	7
79	12
82	14
84	10
91	12
92	13
94	7
97	2
Market 42
1	10
4	3
7	8
9	8
11	4
15	8
22	4
24	15
27	10
32	12
36	9
44	10
45	2
47	15
50	4
51	12
52	7
55	8
60	4
61	11
62	14
65	3
66	4
77	8
78	2
79	12
83	15
86	2
92	1
Market 70
3	8
4	14
5	15
11	14
13	13
18	3
19	6
20	8
22	7
24	8
27	6
28	2
32	9
36	7
39	7
50	9
53	13
60	15
61	4
62	7
65	4
67	12
70	11
74	6
77	2
79	2
83	1
85	6
86	6
91	2
94	1
100	1
Market 12
1	13
4	8
11	13
15	5
18	11
27	13
29	15
38	10
41	1
44	7
47	6
50	15
51	9
52	11
58	4
65	5
67	8
74	14
79	6
83	2
84	13
86	14
92	11
95	14
96	14
97	8
Market 153
4	8
5	7
6	3
8	6
11	2
19	13
22	14
26	1
28	4
29	5
35	13
38	2
39	2
42	9
44	5
45	9
52	13
56	2
58	14
59	4
60	9
63	14
66	1
67	3
68	1
79	8
82	15
84	9
88	6
91	8
92	11
93	5
96	13
98	3
100	2
Market 19
3	9
7	1
8	15
13	7
20	12
28	9
29	5
33	7
34	14
39	10
42	15
43	6
47	5
51	13
62	14
70	4
71	6
74	7
75	5
77	7
78	10
83	8
85	4
87	14
91	7
Market 9
3	9
10	1
12	3
13	6
20	7
21	5
23	10
28	7
31	4
35	13
51	5
52	4
53	7
55	8
60	15
63	3
67	14
69	7
75	6
77	7
78	4
83	9
92	10
96	10
98	4
Market 150
6	4
8	2
16	9
22	1
36	13
47	13
53	14
62	4
77	14
78	14
86	3
96	1
Market 87
3	6
5	9
7	7
13	10
15	1
18	12
20	8
23	3
26	5
29	15
35	8
36	14
47	4
52	3
53	9
62	2
65	10
70	15
77	14
78	2
84	5
92	10
96	14
97	11
Market 186
1	10
4	3
5	9
13	6
22	3
24	10
35	8
44	1
47	2
50	9
51	13
52	5
61	9
70	5
74	5
75	9
78	5
82	8
86	6
94	4
100	15
Market 175
4	15
5	11
11	7
12	10
18	15
20	1
22	8
27	13
28	2
35	8
36	9
43	14
45	3
48	3
53	15
55	5
56	14
60	10
63	1
66	8
72	13
75	8
77	6
85	3
90	12
94	3
96	11
97	7
98	5
100	8
Market 174
6	8
9	7
11	2
13	2
20	9
24	5
25	7
27	5
29	10
36	15
45	8
51	7
52	3
55	5
56	9
62	9
68	15
78	11
84	10
87	7
93	7
96	4
97	13
Market 109
2	5
6	12
19	15
24	10
29	2
32	14
38	10
42	11
50	5
51	2
52	6
56	10
58	11
59	9
60	6
61	9
65	5
66	9
68	9
78	8
91	13
93	13
97	1
100	9
Market 155
4	3
7	15
11	10
13	4
17	5
22	4
28	4
29	15
35	15
38	9
43	10
52	1
59	15
61	13
70	14
71	2
77	6
79	12
82	8
83	15
87	1
93	6
97	3
98	14
Market 152
2	15
7	6
11	15
18	15
22	6
27	2
32	2
42	13
44	4
55	3
58	3
60	14
62	9
70	14
79	3
92	2
100	9
Market 39
1	10
2	6
5	4
9	13
10	6
12	15
13	13
15	10
18	14
19	3
20	13
22	7
23	11
24	9
25	9
27	5
28	12
29	7
33	6
36	14
39	2
40	5
45	11
52	3
53	9
55	4
56	6
60	7
64	6
66	1
67	9
73	3
75	8
78	14
79	5
83	1
85	15
88	15
93	11
97	4
Market 134
7	13
10	10
13	7
15	11
18	7
20	14
21	13
26	13
31	3
37	7
44	14
46	13
50	6
62	14
67	13
74	4
77	1
79	15
94	8
96	5
97	14
Market 126
1	3
3	1
4	13
5	4
7	6
11	13
13	11
15	12
18	8
19	12
27	15
29	7
41	12
47	5
50	14
51	1
52	13
65	8
67	13
70	13
77	2
79	9
86	2
91	14
92	12
96	11
98	7
100	11
Market 84
3	7
7	8
9	10
27	12
28	13
35	14
45	8
47	3
53	3
55	14
59	10
67	7
68	11
74	5
82	9
83	6
85	10
100	2
Market 59
3	8
12	4
18	8
22	10
27	15
28	3
31	11
32	14
36	6
45	13
52	14
55	9
59	6
60	3
61	8
63	3
64	14
70	14
73	7
77	8
90	11
97	12
98	6
Market 74
4	11
5	8
7	13
13	1
15	15
24	13
35	4
44	9
47	13
55	10
57	8
60	6
64	13
67	9
70	1
74	4
75	14
78	5
85	14
97	1
Market 88
2	11
5	4
7	6
9	13
11	3
13	11
19	3
22	2
25	15
27	5
28	13
34	5
35	3
36	7
38	6
44	14
45	2
47	15
59	7
68	10
70	5
74	14
79	14
81	3
83	6
85	3
87	13
92	12
93	6
97	11
Market 90
4	7
11	6
17	13
19	10
22	5
27	14
33	11
36	4
42	4
47	11
51	9
52	8
59	7
66	11
70	1
77	7
83	12
91	14
97	13
Market 115
4	5
6	15
8	11
11	11
13	8
18	7
24	13
32	1
35	11
36	15
50	10
52	3
53	13
55	1
56	11
57	7
58	12
60	9
75	1
81	13
92	7
93	9
96	7
97	11
100	2
Market 132
4	5
7	2
10	13
15	9
19	1
22	10
23	10
29	6
31	7
35	10
36	7
37	14
47	4
51	14
53	1
61	13
63	1
70	10
75	10
84	15
90	7
92	6
97	15
Market 158
5	15
7	1
10	10
13	1
22	10
24	13
29	7
32	15
38	5
40	5
44	14
50	6
57	2
62	6
65	4
67	13
70	15
78	3
79	14
84	2
85	7
90	5
94	4
Market 46
4	8
5	11
7	9
13	10
15	5
29	13
35	4
44	3
45	14
47	11
50	8
51	13
55	10
56	8
60	8
62	6
79	7
82	15
85	4
97	4
Market 38
4	1
6	14
7	5
15	3
18	14
22	7
27	5
29	3
36	6
38	2
47	3
52	1
55	14
56	2
58	6
60	10
70	5
74	6
78	2
83	15
86	3
91	2
Market 3
5	8
10	10
13	10
15	2
20	12
22	15
24	3
27	4
29	3
35	5
36	6
38	8
40	1
44	7
57	9
60	12
62	14
64	3
67	9
74	13
75	10
79	6
83	13
84	3
85	13
92	5
93	13
97	14
100	6
Market 15
5	12
7	7
11	8
17	4
19	7
22	13
27	1
29	3
39	2
40	3
42	2
43	8
44	12
48	1
55	9
56	2
59	6
61	9
67	5
68	6
70	9
72	6
74	6
75	6
77	9
79	7
84	8
85	6
91	14
92	11
93	10
94	12
Market 43
2	3
9	10
19	7
24	3
25	3
27	13
29	4
32	9
34	6
35	4
38	1
40	15
42	4
43	6
44	12
48	3
50	5
51	5
53	10
59	10
60	7
62	8
65	7
68	6
75	4
77	13
78	7
79	6
81	5
82	9
87	6
92	11
96	11
97	5
Market 16
1	11
10	4
19	9
20	15
22	11
27	9
29	12
35	4
53	4
57	1
62	4
78	7
84	13
94	12
Market 47
4	12
5	1
7	15
8	1
11	5
19	1
25	2
29	5
32	11
34	13
36	3
42	13
55	1
59	9
62	1
67	13
74	11
75	1
81	15
82	5
84	9
87	10
97	8
Market 44
4	11
5	7
7	12
15	9
24	8
27	4
32	8
40	10
44	8
47	4
50	10
52	1
53	1
60	9
65	10
70	12
74	11
75	9
78	11
84	9
85	7
86	6
90	7
92	7
94	11
100	8
Market 180
2	8
11	15
13	7
15	3
19	10
20	6
22	14
24	3
27	1
32	11
36	10
38	1
44	12
50	3
51	8
53	9
55	7
56	15
58	1
62	1
65	4
67	8
74	12
78	12
81	2
83	11
84	6
86	4
91	3
93	10
97	15
100	13
Market 124
4	15
5	1
8	5
11	4
13	12
15	15
20	9
36	8
38	8
42	7
50	6
60	3
65	6
70	14
74	1
77	13
81	1
83	6
86	1
91	5
96	4
Market 11
3	14
5	15
11	13
12	1
18	15
21	15
23	9
26	10
28	2
30	3
31	15
39	5
44	3
45	6
46	3
49	1
52	1
55	15
63	5
67	4
70	2
75	5
77	14
78	3
79	14
82	7
83	9
84	7
85	13
89	8
94	7
98	6
Market 179
5	11
7	15
12	5
13	13
18	11
20	9
23	2
26	11
31	1
35	13
36	8
37	9
49	2
51	2
53	7
63	2
67	15
70	3
75	4
78	7
82	3
84	14
89	3
96	6
Market 58
3	1
5	3
9	1
11	11
13	4
18	14
19	4
20	15
22	11
25	9
34	9
36	13
43	8
44	2
45	7
50	11
51	3
52	10
53	12
55	4
56	3
59	4
60	2
66	4
67	7
68	10
81	12
83	15
85	12
91	5
93	13
97	11
100	9
Market 105
1	1
2	11
4	11
6	4
10	9
11	9
13	14
17	3
18	8
22	15
29	9
35	2
36	6
42	1
44	9
47	3
51	3
53	3
56	13
59	2
60	10
61	7
62	15
66	5
67	9
68	9
70	12
84	15
87	14
90	5
96	12
Market 92
2	3
5	14
6	4
7	3
11	11
